target_desc	target_id
beef, plate, outside skirt steak, separable lean only, trimmed to 1/4" fat, all grades, raw	13978
beef, plate, outside skirt steak, separable lean only, trimmed to 0" fat, all grades, cooked, broiled	13979
beef, chuck, short ribs, boneless, separable lean only, trimmed to 0" fat, choice, cooked, braised	13980
beef, chuck, short ribs, boneless, separable lean only, trimmed to 0" fat, select, cooked, braised	13981
beef, chuck, short ribs, boneless, separable lean only, trimmed to 0" fat, all grades, cooked, braised	13982
beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0" fat, select, raw	13983
beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0" fat, all grades, cooked, roasted	13985
beef, loin, bottom sirloin butt, tri-tip steak, separable lean only, trimmed 0" fat, all grades, cooked, broiled	13987
veal, composite of trimmed retail cuts, separable lean and fat, raw	17088
veal, composite of trimmed retail cuts, separable lean and fat, cooked	17089
veal, composite of trimmed retail cuts, separable lean only, raw	17090
veal, composite of trimmed retail cuts, separable lean only, cooked	17091
veal, composite of trimmed retail cuts, separable fat, raw	17092
veal, composite of trimmed retail cuts, separable fat, cooked	17093
veal, leg (top round), separable lean and fat, raw	17094
veal, leg (top round), separable lean and fat, cooked, braised	17095
veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded	17096
veal, leg (top round), separable lean and fat, cooked, pan-fried, not breaded	17097
veal, leg (top round), separable lean and fat, cooked, roasted	17098
veal, leg (top round), separable lean only, raw	17099
veal, leg (top round), separable lean only, cooked, braised	17100
veal, leg (top round), separable lean only, cooked, pan-fried, breaded	17101
veal, leg (top round), separable lean only, cooked, pan-fried, not breaded	17102
veal, leg (top round), separable lean only, cooked, roasted	17103
veal, loin, separable lean and fat, raw	17104
veal, loin, separable lean and fat, cooked, braised	17105
veal, loin, separable lean and fat, cooked, roasted	17106
veal, loin, separable lean only, raw	17107
veal, loin, separable lean only, cooked, braised	17108
veal, loin, separable lean only, cooked, roasted	17109
veal, rib, separable lean and fat, raw	17110
veal, rib, separable lean and fat, cooked, braised	17111
veal, rib, separable lean and fat, cooked, roasted	17112
veal, rib, separable lean only, raw	17113
veal, rib, separable lean only, cooked, braised	17114
veal, rib, separable lean only, cooked, roasted	17115
veal, shoulder, whole (arm and blade), separable lean and fat, raw	17116
veal, shoulder, whole (arm and blade), separable lean and fat, cooked, braised	17117
veal, shoulder, whole (arm and blade), separable lean and fat, cooked, roasted	17118
veal, shoulder, whole (arm and blade), separable lean only, raw	17119
veal, shoulder, whole (arm and blade), separable lean only, cooked, braised	17120
veal, shoulder, whole (arm and blade), separable lean only, cooked, roasted	17121
veal, shoulder, arm, separable lean and fat, raw	17122
veal, shoulder, arm, separable lean and fat, cooked, braised	17123
veal, shoulder, arm, separable lean and fat, cooked, roasted	17124
veal, shoulder, arm, separable lean only, raw	17125
veal, shoulder, arm, separable lean only, cooked, braised	17126
veal, shoulder, arm, separable lean only, cooked, roasted	17127
veal, shoulder, blade, separable lean and fat, raw	17128
veal, shoulder, blade, separable lean and fat, cooked, braised	17129
veal, shoulder, blade, separable lean and fat, cooked, roasted	17130
veal, shoulder, blade, separable lean only, raw	17131
veal, shoulder, blade, separable lean only, cooked, braised	17132
veal, shoulder, blade, separable lean only, cooked, roasted	17133
veal, sirloin, separable lean and fat, raw	17134
veal, sirloin, separable lean and fat, cooked, braised	17135
veal, sirloin, separable lean and fat, cooked, roasted	17136
veal, sirloin, separable lean only, raw	17137
veal, sirloin, separable lean only, cooked, braised	17138
veal, sirloin, separable lean only, cooked, roasted	17139
veal, cubed for stew (leg and shoulder), separable lean only, raw	17140
veal, cubed for stew (leg and shoulder), separable lean only, cooked, braised	17141
veal, ground, raw	17142
veal, ground, cooked, broiled	17143
veal, variety meats and by-products, brain, raw	17188
veal, variety meats and by-products, brain, cooked, braised	17189
veal, variety meats and by-products, brain, cooked, pan-fried	17190
veal, variety meats and by-products, heart, raw	17193
veal, variety meats and by-products, heart, cooked, braised	17194
veal, variety meats and by-products, kidneys, raw	17197
veal, variety meats and by-products, kidneys, cooked, braised	17198
veal, variety meats and by-products, liver, raw	17202
veal, variety meats and by-products, liver, cooked, braised	17203
veal, variety meats and by-products, liver, cooked, pan-fried	17204
veal, variety meats and by-products, lungs, raw	17207
veal, variety meats and by-products, lungs, cooked, braised	17208
veal, variety meats and by-products, pancreas, raw	17212
veal, variety meats and by-products, pancreas, cooked, braised	17213
veal, variety meats and by-products, spleen, raw	17216
veal, variety meats and by-products, spleen, cooked, braised	17217
veal, variety meats and by-products, thymus, raw	17218
veal, variety meats and by-products, thymus, cooked, braised	17219
veal, variety meats and by-products, tongue, raw	17222
veal, variety meats and by-products, tongue, cooked, braised	17223
veal, breast, separable fat, cooked	17270
veal, breast, whole, boneless, separable lean and fat, raw	17271
veal, breast, whole, boneless, separable lean and fat, cooked, braised	17272
veal, breast, plate half, boneless, separable lean and fat, cooked, braised	17273
veal, breast, point half, boneless, separable lean and fat, cooked, braised	17274
veal, breast, whole, boneless, separable lean only, cooked, braised	17275
veal, shank (fore and hind), separable lean and fat, raw	17276
veal, shank (fore and hind), separable lean and fat, cooked, braised	17277
veal, shank (fore and hind), separable lean only, raw	17278
veal, shank (fore and hind), separable lean only, cooked, braised	17279
snacks, beef jerky, chopped and formed	19002
snacks, beef sticks, smoked	19407
beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0" fat, all grades, raw	23000
beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8" fat, all grades, raw	23001
beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, broiled	23002
beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8" fat, select, raw	23003
beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8" fat, select, cooked, broiled	23004
beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8" fat, all grades, raw	23005
beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8" fat, all grades, cooked, broiled	23006
beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8" fat, select, raw	23007
beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8" fat, select, cooked, broiled	23008
beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0" fat, choice, raw	23030
beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0" fat, choice, cooked, grilled	23031
beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0" fat, select, raw	23032
beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0" fat, select, cooked, grilled	23033
beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0" fat, choice, raw	23034
beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0" fat, choice, cooked, grilled	23035
beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0" fat, select, raw	23036
beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0" fat, choice, raw	23037
beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0" fat, choice, cooked, grilled	23038
beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0" fat, select, raw	23039
beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0" fat, select, cooked, grilled	23040
beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0" fat, choice, raw	23041
beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0" fat, choice, cooked, grilled	23042
beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0" fat, select, raw	23043
beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0" fat, select, cooked, grilled	23044
beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0" fat, choice, raw	23045
beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0" fat, choice, cooked, grilled	23046
beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0" fat, select, raw	23047
beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0" fat, select, cooked, grilled	23048
beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0" fat, choice, raw	23049
beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0" fat, choice, cooked, grilled	23050
beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0" fat, select, raw	23051
beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0" fat, select, cooked, grilled	23052
beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0" fat, all grades, raw	23053
beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0" fat, all grades, cooked, grilled	23054
beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0" fat, all grades, raw	23055
beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, grilled	23056
beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0" fat, all grades, raw	23057
beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0" fat, all grades, cooked, grilled	23058
beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0" fat, all grades, raw	23059
beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, grilled	23060
beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0" fat, all grades, raw	23061
beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, grilled	23062
beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0" fat, all grades, raw	23063
beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0" fat, all grades, cooked, grilled	23064
beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0" fat, select, cooked, grilled	23065
beef, chuck, short ribs, boneless, separable lean only, trimmed to 0" fat, choice, raw	23066
beef, chuck, short ribs, boneless, separable lean only, trimmed to 0" fat, select, raw	23067
beef, chuck, short ribs, boneless, separable lean only, trimmed to 0" fat, all grades, raw	23068
beef, chuck eye country-style ribs, boneless, separable lean only, trimmed to 0" fat, choice, cooked, braised	23069
beef, chuck eye country-style ribs, boneless, separable lean only, trimmed to 0" fat, select, cooked, braised	23070
beef, chuck eye country-style ribs, boneless, separable lean only, trimmed to 0" fat, all grades, cooked, braised	23071
beef, chuck eye country-style ribs, boneless, separable lean only, trimmed to 0" fat, choice, raw	23072
beef, chuck eye country-style ribs, boneless, separable lean only, trimmed to 0" fat, select, raw	23073
beef, chuck eye country-style ribs, boneless, separable lean only, trimmed to 0" fat, all grades, raw	23074
beef, chuck eye steak, boneless, separable lean only, trimmed to 0" fat, choice, cooked, grilled	23075
beef, chuck eye steak, boneless, separable lean only, trimmed to 0" fat, select, cooked, grilled	23076
beef, chuck eye steak, boneless, separable lean only, trimmed to 0" fat, all grades, cooked, grilled	23077
beef, chuck eye steak, boneless, separable lean only, trimmed to 0" fat, choice, raw	23078
beef, chuck eye steak, boneless, separable lean only, trimmed to 0" fat, select, raw	23079
beef, chuck eye steak, boneless, separable lean only, trimmed to 0" fat, all grades, raw	23080
beef, shoulder pot roast, boneless, separable lean only, trimmed to 0" fat, choice, cooked, braised	23081
beef, shoulder pot roast, boneless, separable lean only, trimmed to 0" fat, select, cooked, braised	23082
beef, shoulder pot roast, boneless, separable lean only, trimmed to 0" fat, all grades, cooked, braised	23083
beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0" fat, choice, cooked, braised	23084
